"clistingid","csku","istorageid","ccreateuser","dcreatedate"
"9730a938-d8c9-1004-8a97-438cca05a146","GAME094","1",null,"2015-02-07 19:47:14.248"
"9730a938-d8c9-1004-8a97-438cca05a146","GAME094","2",null,"2015-02-07 19:47:14.248"
"97316c88-d8c9-1004-8a97-438cca05a146","GAME091","1",null,"2015-02-07 19:47:14.749"
"97316c88-d8c9-1004-8a97-438cca05a146","GAME091","2",null,"2015-02-07 19:47:14.749"
"973256e8-d8c9-1004-8a97-438cca05a146","GAME090","1",null,"2015-02-07 19:47:15.289"
"973256e8-d8c9-1004-8a97-438cca05a146","GAME090","2",null,"2015-02-07 19:47:15.289"
"97331a38-d8c9-1004-8a97-438cca05a146","GAME076","1",null,"2015-02-07 19:47:15.792"
"97331a38-d8c9-1004-8a97-438cca05a146","GAME076","2",null,"2015-02-07 19:47:15.792"
"97340498-d8c9-1004-8a97-438cca05a146","GAME071","1",null,"2015-02-07 19:47:16.438"
"97340498-d8c9-1004-8a97-438cca05a146","GAME071","2",null,"2015-02-07 19:47:16.438"
"9734ef5c-d8c9-1004-8a97-438cca05a146","GAME068","1",null,"2015-02-07 19:47:16.999"
"9734ef5c-d8c9-1004-8a97-438cca05a146","GAME068","2",null,"2015-02-07 19:47:16.999"
"9735b2ac-d8c9-1004-8a97-438cca05a146","GAME064","1",null,"2015-02-07 19:47:17.61"
"9735b2ac-d8c9-1004-8a97-438cca05a146","GAME064","2",null,"2015-02-07 19:47:17.61"
"97369d0c-d8c9-1004-8a97-438cca05a146","GAME058","1",null,"2015-02-07 19:47:18.141"
"97369d0c-d8c9-1004-8a97-438cca05a146","GAME058","2",null,"2015-02-07 19:47:18.141"
"9737605c-d8c9-1004-8a97-438cca05a146","GAME057","1",null,"2015-02-07 19:47:18.599"
"9737605c-d8c9-1004-8a97-438cca05a146","GAME057","2",null,"2015-02-07 19:47:18.599"
"973823ac-d8c9-1004-8a97-438cca05a146","GAME034","1",null,"2015-02-07 19:47:19.16"
"973823ac-d8c9-1004-8a97-438cca05a146","GAME034","2",null,"2015-02-07 19:47:19.16"
"9738e6fc-d8c9-1004-8a97-438cca05a146","GAME031","1",null,"2015-02-07 19:47:19.64"
"9738e6fc-d8c9-1004-8a97-438cca05a146","GAME031","2",null,"2015-02-07 19:47:19.64"
"9739aab0-d8c9-1004-8a97-438cca05a146","GAME032","1",null,"2015-02-07 19:47:20.165"
"9739aab0-d8c9-1004-8a97-438cca05a146","GAME032","2",null,"2015-02-07 19:47:20.165"
"973a9510-d8c9-1004-8a97-438cca05a146","GAME029","1",null,"2015-02-07 19:47:20.692"
"973a9510-d8c9-1004-8a97-438cca05a146","GAME029","2",null,"2015-02-07 19:47:20.692"
"973b3150-d8c9-1004-8a97-438cca05a146","GAME024","1",null,"2015-02-07 19:47:21.171"
"973b3150-d8c9-1004-8a97-438cca05a146","GAME024","2",null,"2015-02-07 19:47:21.171"
"973bf4a0-d8c9-1004-8a97-438cca05a146","GAME025","1",null,"2015-02-07 19:47:21.654"
"973bf4a0-d8c9-1004-8a97-438cca05a146","GAME025","2",null,"2015-02-07 19:47:21.654"
"973cb7f0-d8c9-1004-8a97-438cca05a146","GAME013","1",null,"2015-02-07 19:47:22.188"
"973cb7f0-d8c9-1004-8a97-438cca05a146","GAME013","2",null,"2015-02-07 19:47:22.188"
"973d7b40-d8c9-1004-8a97-438cca05a146","GAME012","1",null,"2015-02-07 19:47:22.693"
"973d7b40-d8c9-1004-8a97-438cca05a146","GAME012","2",null,"2015-02-07 19:47:22.693"
"973e6604-d8c9-1004-8a97-438cca05a146","GAME010","1",null,"2015-02-07 19:47:23.23"
"973e6604-d8c9-1004-8a97-438cca05a146","GAME010","2",null,"2015-02-07 19:47:23.231"
"973f2954-d8c9-1004-8a97-438cca05a146","GAME009","1",null,"2015-02-07 19:47:23.771"
"973f2954-d8c9-1004-8a97-438cca05a146","GAME009","2",null,"2015-02-07 19:47:23.771"
"973feca4-d8c9-1004-8a97-438cca05a146","GAME008","1",null,"2015-02-07 19:47:24.238"
"973feca4-d8c9-1004-8a97-438cca05a146","GAME008","2",null,"2015-02-07 19:47:24.238"
"9740aff4-d8c9-1004-8a97-438cca05a146","GAME004","1",null,"2015-02-07 19:47:24.744"
"9740aff4-d8c9-1004-8a97-438cca05a146","GAME004","2",null,"2015-02-07 19:47:24.744"
"97419a54-d8c9-1004-8a97-438cca05a146","GAME003","1",null,"2015-02-07 19:47:25.3"
"97419a54-d8c9-1004-8a97-438cca05a146","GAME003","2",null,"2015-02-07 19:47:25.3"
"97425da4-d8c9-1004-8a97-438cca05a146","GAME002","1",null,"2015-02-07 19:47:25.793"
"97425da4-d8c9-1004-8a97-438cca05a146","GAME002","2",null,"2015-02-07 19:47:25.793"
"97434804-d8c9-1004-8a97-438cca05a146","GAME001","1",null,"2015-02-07 19:47:26.486"
"97434804-d8c9-1004-8a97-438cca05a146","GAME001","2",null,"2015-02-07 19:47:26.486"
"97443264-d8c9-1004-8a97-438cca05a146","PTW007","1",null,"2015-02-07 19:47:27.084"
"97443264-d8c9-1004-8a97-438cca05a146","PTW007","2",null,"2015-02-07 19:47:27.084"
"97451cc4-d8c9-1004-8a97-438cca05a146","GCW7002","1",null,"2015-02-07 19:47:27.639"
"97451cc4-d8c9-1004-8a97-438cca05a146","GCW7002","2",null,"2015-02-07 19:47:27.639"
"97460724-d8c9-1004-8a97-438cca05a146","WiiBG01","1",null,"2015-02-07 19:47:28.248"
"97460724-d8c9-1004-8a97-438cca05a146","WiiBG01","2",null,"2015-02-07 19:47:28.248"
"9746ca74-d8c9-1004-8a97-438cca05a146","WiiGC","1",null,"2015-02-07 19:47:29.151"
"9746ca74-d8c9-1004-8a97-438cca05a146","WiiGC","2",null,"2015-02-07 19:47:29.151"
"97487888-d8c9-1004-8a97-438cca05a146","WiiBag","1",null,"2015-02-07 19:47:29.87"
"97487888-d8c9-1004-8a97-438cca05a146","WiiBag","2",null,"2015-02-07 19:47:29.87"
"9749d818-d8c9-1004-8a97-438cca05a146","NS6121","1",null,"2015-02-07 19:47:30.702"
"9749d818-d8c9-1004-8a97-438cca05a146","NS6121","2",null,"2015-02-07 19:47:30.702"
"974a9b68-d8c9-1004-8a97-438cca05a146","WiiSS","1",null,"2015-02-07 19:47:31.219"
"974a9b68-d8c9-1004-8a97-438cca05a146","WiiSS","2",null,"2015-02-07 19:47:31.22"
"974b5eb8-d8c9-1004-8a97-438cca05a146","Wii5L","1",null,"2015-02-07 19:47:31.747"
"974b5eb8-d8c9-1004-8a97-438cca05a146","Wii5L","2",null,"2015-02-07 19:47:31.747"
"974c2208-d8c9-1004-8a97-438cca05a146","Wii4L","1",null,"2015-02-07 19:47:32.262"
"974c2208-d8c9-1004-8a97-438cca05a146","Wii4L","2",null,"2015-02-07 19:47:32.262"
"974ce558-d8c9-1004-8a97-438cca05a146","Wii64","1",null,"2015-02-07 19:47:32.737"
"974ce558-d8c9-1004-8a97-438cca05a146","Wii64","2",null,"2015-02-07 19:47:32.737"
"974da90c-d8c9-1004-8a97-438cca05a146","Wii128","1",null,"2015-02-07 19:47:33.217"
"974da90c-d8c9-1004-8a97-438cca05a146","Wii128","2",null,"2015-02-07 19:47:33.217"
"974e6c5c-d8c9-1004-8a97-438cca05a146","F27BL","1",null,"2015-02-07 19:47:33.776"
"974e6c5c-d8c9-1004-8a97-438cca05a146","F27BL","2",null,"2015-02-07 19:47:33.776"
"974f56bc-d8c9-1004-8a97-438cca05a146","F1217","1",null,"2015-02-07 19:47:34.308"
"974f56bc-d8c9-1004-8a97-438cca05a146","F1217","2",null,"2015-02-07 19:47:34.308"
"9750411c-d8c9-1004-8a97-438cca05a146","F180RP","1",null,"2015-02-07 19:47:34.951"
"9750411c-d8c9-1004-8a97-438cca05a146","F180RP","2",null,"2015-02-07 19:47:34.951"
"9751046c-d8c9-1004-8a97-438cca05a146","F180B","1",null,"2015-02-07 19:47:35.429"
"9751046c-d8c9-1004-8a97-438cca05a146","F180B","2",null,"2015-02-07 19:47:35.429"
"9751c7bc-d8c9-1004-8a97-438cca05a146","F1205","1",null,"2015-02-07 19:47:35.925"
"9751c7bc-d8c9-1004-8a97-438cca05a146","F1205","2",null,"2015-02-07 19:47:35.925"
"97528b0c-d8c9-1004-8a97-438cca05a146","F1200W","1",null,"2015-02-07 19:47:36.433"
"97528b0c-d8c9-1004-8a97-438cca05a146","F1200W","2",null,"2015-02-07 19:47:36.433"
"9753274c-d8c9-1004-8a97-438cca05a146","F1184DBL","1",null,"2015-02-07 19:47:36.892"
"9753274c-d8c9-1004-8a97-438cca05a146","F1184DBL","2",null,"2015-02-07 19:47:36.892"
"9753ea9c-d8c9-1004-8a97-438cca05a146","F1138","1",null,"2015-02-07 19:47:37.386"
"9753ea9c-d8c9-1004-8a97-438cca05a146","F1138","2",null,"2015-02-07 19:47:37.386"
"9754adec-d8c9-1004-8a97-438cca05a146","F1025","1",null,"2015-02-07 19:47:37.848"
"9754adec-d8c9-1004-8a97-438cca05a146","F1025","2",null,"2015-02-07 19:47:37.848"
"9755984c-d8c9-1004-8a97-438cca05a146","F913","1",null,"2015-02-07 19:47:38.461"
"9755984c-d8c9-1004-8a97-438cca05a146","F913","2",null,"2015-02-07 19:47:38.461"
"97568310-d8c9-1004-8a97-438cca05a146","F903","1",null,"2015-02-07 19:47:39.011"
"97568310-d8c9-1004-8a97-438cca05a146","F903","2",null,"2015-02-07 19:47:39.011"
"97574660-d8c9-1004-8a97-438cca05a146","F902","1",null,"2015-02-07 19:47:39.504"
"97574660-d8c9-1004-8a97-438cca05a146","F902","2",null,"2015-02-07 19:47:39.504"
"975809b0-d8c9-1004-8a97-438cca05a146","F895B","1",null,"2015-02-07 19:47:40.003"
"975809b0-d8c9-1004-8a97-438cca05a146","F895B","2",null,"2015-02-07 19:47:40.003"
"9758cd00-d8c9-1004-8a97-438cca05a146","F892B","1",null,"2015-02-07 19:47:40.568"
"9758cd00-d8c9-1004-8a97-438cca05a146","F892B","2",null,"2015-02-07 19:47:40.568"
"97599050-d8c9-1004-8a97-438cca05a146","F883","1",null,"2015-02-07 19:47:41.091"
"97599050-d8c9-1004-8a97-438cca05a146","F883","2",null,"2015-02-07 19:47:41.091"
"975a7ab0-d8c9-1004-8a97-438cca05a146","F882B","1",null,"2015-02-07 19:47:41.655"
"975a7ab0-d8c9-1004-8a97-438cca05a146","F882B","2",null,"2015-02-07 19:47:41.655"
"975b3e00-d8c9-1004-8a97-438cca05a146","F864","1",null,"2015-02-07 19:47:42.161"
"975b3e00-d8c9-1004-8a97-438cca05a146","F864","2",null,"2015-02-07 19:47:42.161"
"975c0150-d8c9-1004-8a97-438cca05a146","F859W","1",null,"2015-02-07 19:47:42.663"
"975c0150-d8c9-1004-8a97-438cca05a146","F859W","2",null,"2015-02-07 19:47:42.663"
"975cc4a0-d8c9-1004-8a97-438cca05a146","F859RP","1",null,"2015-02-07 19:47:43.149"
"975cc4a0-d8c9-1004-8a97-438cca05a146","F859RP","2",null,"2015-02-07 19:47:43.149"
"975d87f0-d8c9-1004-8a97-438cca05a146","F859GR","1",null,"2015-02-07 19:47:43.648"
"975d87f0-d8c9-1004-8a97-438cca05a146","F859GR","2",null,"2015-02-07 19:47:43.648"
"975e9960-d8c9-1004-8a97-438cca05a146","F859BL","1",null,"2015-02-07 19:47:44.3"
"975e9960-d8c9-1004-8a97-438cca05a146","F859BL","2",null,"2015-02-07 19:47:44.3"
"975f5d14-d8c9-1004-8a97-438cca05a146","F859B","1",null,"2015-02-07 19:47:44.82"
"975f5d14-d8c9-1004-8a97-438cca05a146","F859B","2",null,"2015-02-07 19:47:44.821"
"97602064-d8c9-1004-8a97-438cca05a146","F858W","1",null,"2015-02-07 19:47:45.336"
"97602064-d8c9-1004-8a97-438cca05a146","F858W","2",null,"2015-02-07 19:47:45.336"
"9760e3b4-d8c9-1004-8a97-438cca05a146","F858RP","1",null,"2015-02-07 19:47:45.889"
"9760e3b4-d8c9-1004-8a97-438cca05a146","F858RP","2",null,"2015-02-07 19:47:45.889"
"9761a704-d8c9-1004-8a97-438cca05a146","F858BL","1",null,"2015-02-07 19:47:46.385"
"9761a704-d8c9-1004-8a97-438cca05a146","F858BL","2",null,"2015-02-07 19:47:46.385"
"97629164-d8c9-1004-8a97-438cca05a146","F858B","1",null,"2015-02-07 19:47:46.897"
"97629164-d8c9-1004-8a97-438cca05a146","F858B","2",null,"2015-02-07 19:47:46.897"
"976354b4-d8c9-1004-8a97-438cca05a146","F185","1",null,"2015-02-07 19:47:47.48"
"976354b4-d8c9-1004-8a97-438cca05a146","F185","2",null,"2015-02-07 19:47:47.48"
"97643f14-d8c9-1004-8a97-438cca05a146","F184","1",null,"2015-02-07 19:47:47.999"
"97643f14-d8c9-1004-8a97-438cca05a146","F184","2",null,"2015-02-07 19:47:47.999"
"9764db54-d8c9-1004-8a97-438cca05a146","F183","1",null,"2015-02-07 19:47:48.504"
"9764db54-d8c9-1004-8a97-438cca05a146","F183","2",null,"2015-02-07 19:47:48.504"
"9765c5b4-d8c9-1004-8a97-438cca05a146","F182","1",null,"2015-02-07 19:47:49.041"
"9765c5b4-d8c9-1004-8a97-438cca05a146","F182","2",null,"2015-02-07 19:47:49.041"
"97668904-d8c9-1004-8a97-438cca05a146","F181","1",null,"2015-02-07 19:47:49.612"
"97668904-d8c9-1004-8a97-438cca05a146","F181","2",null,"2015-02-07 19:47:49.612"
"97677364-d8c9-1004-8a97-438cca05a146","F180","1",null,"2015-02-07 19:47:50.178"
"97677364-d8c9-1004-8a97-438cca05a146","F180","2",null,"2015-02-07 19:47:50.178"
"97685dc4-d8c9-1004-8a97-438cca05a146","F179","1",null,"2015-02-07 19:47:50.75"
"97685dc4-d8c9-1004-8a97-438cca05a146","F179","2",null,"2015-02-07 19:47:50.75"
"97692114-d8c9-1004-8a97-438cca05a146","F178","1",null,"2015-02-07 19:47:51.281"
"97692114-d8c9-1004-8a97-438cca05a146","F178","2",null,"2015-02-07 19:47:51.282"
"9769e464-d8c9-1004-8a97-438cca05a146","F57","1",null,"2015-02-07 19:47:51.793"
"9769e464-d8c9-1004-8a97-438cca05a146","F57","2",null,"2015-02-07 19:47:51.793"
"976aa818-d8c9-1004-8a97-438cca05a146","F56","1",null,"2015-02-07 19:47:52.288"
"976aa818-d8c9-1004-8a97-438cca05a146","F56","2",null,"2015-02-07 19:47:52.288"
"976b9278-d8c9-1004-8a97-438cca05a146","F26","1",null,"2015-02-07 19:47:52.802"
"976b9278-d8c9-1004-8a97-438cca05a146","F26","2",null,"2015-02-07 19:47:52.802"
"976c55c8-d8c9-1004-8a97-438cca05a146","F28","1",null,"2015-02-07 19:47:53.373"
"976c55c8-d8c9-1004-8a97-438cca05a146","F28","2",null,"2015-02-07 19:47:53.373"
"976d1918-d8c9-1004-8a97-438cca05a146","F27","1",null,"2015-02-07 19:47:53.844"
"976d1918-d8c9-1004-8a97-438cca05a146","F27","2",null,"2015-02-07 19:47:53.844"
"976ddc68-d8c9-1004-8a97-438cca05a146","F146","1",null,"2015-02-07 19:47:54.35"
"976ddc68-d8c9-1004-8a97-438cca05a146","F146","2",null,"2015-02-07 19:47:54.35"
"976ec6c8-d8c9-1004-8a97-438cca05a146","F1233","1",null,"2015-02-07 19:47:54.948"
"976ec6c8-d8c9-1004-8a97-438cca05a146","F1233","2",null,"2015-02-07 19:47:54.948"
"976fb128-d8c9-1004-8a97-438cca05a146","F1222RP","1",null,"2015-02-07 19:47:55.511"
"976fb128-d8c9-1004-8a97-438cca05a146","F1222RP","2",null,"2015-02-07 19:47:55.511"
"97709b88-d8c9-1004-8a97-438cca05a146","F1222B","1",null,"2015-02-07 19:47:56.127"
"97709b88-d8c9-1004-8a97-438cca05a146","F1222B","2",null,"2015-02-07 19:47:56.127"
"97715ed8-d8c9-1004-8a97-438cca05a146","F1216RP","1",null,"2015-02-07 19:47:56.606"
"97715ed8-d8c9-1004-8a97-438cca05a146","F1216RP","2",null,"2015-02-07 19:47:56.606"
"97722228-d8c9-1004-8a97-438cca05a146","F1213S","1",null,"2015-02-07 19:47:57.144"
"97722228-d8c9-1004-8a97-438cca05a146","F1213S","2",null,"2015-02-07 19:47:57.144"
"97733398-d8c9-1004-8a97-438cca05a146","F1213P","1",null,"2015-02-07 19:47:57.819"
"97733398-d8c9-1004-8a97-438cca05a146","F1213P","2",null,"2015-02-07 19:47:57.819"
"9773f6e8-d8c9-1004-8a97-438cca05a146","F908B","1",null,"2015-02-07 19:47:58.356"
"9773f6e8-d8c9-1004-8a97-438cca05a146","F908B","2",null,"2015-02-07 19:47:58.356"
"9774e148-d8c9-1004-8a97-438cca05a146","F146BL","1",null,"2015-02-07 19:47:58.924"
"9774e148-d8c9-1004-8a97-438cca05a146","F146BL","2",null,"2015-02-07 19:47:58.925"
"9775f2b8-d8c9-1004-8a97-438cca05a146","F1139","1",null,"2015-02-07 19:47:59.656"
"9775f2b8-d8c9-1004-8a97-438cca05a146","F1139","2",null,"2015-02-07 19:47:59.656"
"9776b66c-d8c9-1004-8a97-438cca05a146","F1137","1",null,"2015-02-07 19:48:00.172"
"9776b66c-d8c9-1004-8a97-438cca05a146","F1137","2",null,"2015-02-07 19:48:00.173"
"977779bc-d8c9-1004-8a97-438cca05a146","F1136","1",null,"2015-02-07 19:48:00.682"
"977779bc-d8c9-1004-8a97-438cca05a146","F1136","2",null,"2015-02-07 19:48:00.682"
"9778641c-d8c9-1004-8a97-438cca05a146","GAME038S","1",null,"2015-02-07 19:48:01.224"
"9778641c-d8c9-1004-8a97-438cca05a146","GAME038S","2",null,"2015-02-07 19:48:01.224"
"97794e7c-d8c9-1004-8a97-438cca05a146","GAME038IB","1",null,"2015-02-07 19:48:01.856"
"97794e7c-d8c9-1004-8a97-438cca05a146","GAME038IB","2",null,"2015-02-07 19:48:01.856"
"977a11cc-d8c9-1004-8a97-438cca05a146","GAME038BL","1",null,"2015-02-07 19:48:02.334"
"977a11cc-d8c9-1004-8a97-438cca05a146","GAME038BL","2",null,"2015-02-07 19:48:02.334"
"977ad51c-d8c9-1004-8a97-438cca05a146","GAME038B","1",null,"2015-02-07 19:48:02.843"
"977ad51c-d8c9-1004-8a97-438cca05a146","GAME038B","2",null,"2015-02-07 19:48:02.843"
"977b986c-d8c9-1004-8a97-438cca05a146","GAME038R","1",null,"2015-02-07 19:48:03.353"
"977b986c-d8c9-1004-8a97-438cca05a146","GAME038R","2",null,"2015-02-07 19:48:03.353"
"977c5bbc-d8c9-1004-8a97-438cca05a146","GAME038RP","1",null,"2015-02-07 19:48:03.853"
"977c5bbc-d8c9-1004-8a97-438cca05a146","GAME038RP","2",null,"2015-02-07 19:48:03.853"
"977d1f0c-d8c9-1004-8a97-438cca05a146","F1121","1",null,"2015-02-07 19:48:04.369"
"977d1f0c-d8c9-1004-8a97-438cca05a146","F1121","2",null,"2015-02-07 19:48:04.369"
"977de25c-d8c9-1004-8a97-438cca05a146","F1122","1",null,"2015-02-07 19:48:04.891"
"977de25c-d8c9-1004-8a97-438cca05a146","F1122","2",null,"2015-02-07 19:48:04.891"
"977eccbc-d8c9-1004-8a97-438cca05a146","F1117","1",null,"2015-02-07 19:48:05.449"
"977eccbc-d8c9-1004-8a97-438cca05a146","F1117","2",null,"2015-02-07 19:48:05.449"
"977fb71c-d8c9-1004-8a97-438cca05a146","F1000BL","1",null,"2015-02-07 19:48:06.042"
"977fb71c-d8c9-1004-8a97-438cca05a146","F1000BL","2",null,"2015-02-07 19:48:06.042"
"9780a17c-d8c9-1004-8a97-438cca05a146","F999W","1",null,"2015-02-07 19:48:06.664"
"9780a17c-d8c9-1004-8a97-438cca05a146","F999W","2",null,"2015-02-07 19:48:06.664"
"978164cc-d8c9-1004-8a97-438cca05a146","F999RP","1",null,"2015-02-07 19:48:07.163"
"978164cc-d8c9-1004-8a97-438cca05a146","F999RP","2",null,"2015-02-07 19:48:07.163"
"9782281c-d8c9-1004-8a97-438cca05a146","F999R","1",null,"2015-02-07 19:48:07.651"
"9782281c-d8c9-1004-8a97-438cca05a146","F999R","2",null,"2015-02-07 19:48:07.651"
"9782ebd0-d8c9-1004-8a97-438cca05a146","F999DBL","1",null,"2015-02-07 19:48:08.181"
"9782ebd0-d8c9-1004-8a97-438cca05a146","F999DBL","2",null,"2015-02-07 19:48:08.181"
"9783af20-d8c9-1004-8a97-438cca05a146","F999BL","1",null,"2015-02-07 19:48:08.667"
"9783af20-d8c9-1004-8a97-438cca05a146","F999BL","2",null,"2015-02-07 19:48:08.667"
"97847270-d8c9-1004-8a97-438cca05a146","F999B","1",null,"2015-02-07 19:48:09.172"
"97847270-d8c9-1004-8a97-438cca05a146","F999B","2",null,"2015-02-07 19:48:09.172"
"978535c0-d8c9-1004-8a97-438cca05a146","F1029","1",null,"2015-02-07 19:48:09.729"
"978535c0-d8c9-1004-8a97-438cca05a146","F1029","2",null,"2015-02-07 19:48:09.729"
"97862020-d8c9-1004-8a97-438cca05a146","F1028GR","1",null,"2015-02-07 19:48:10.27"
"97862020-d8c9-1004-8a97-438cca05a146","F1028GR","2",null,"2015-02-07 19:48:10.27"
"9786e370-d8c9-1004-8a97-438cca05a146","F1027W","1",null,"2015-02-07 19:48:10.729"
"9786e370-d8c9-1004-8a97-438cca05a146","F1027W","2",null,"2015-02-07 19:48:10.729"
"9787a6c0-d8c9-1004-8a97-438cca05a146","F993W","1",null,"2015-02-07 19:48:11.236"
"9787a6c0-d8c9-1004-8a97-438cca05a146","F993W","2",null,"2015-02-07 19:48:11.236"
"9788b830-d8c9-1004-8a97-438cca05a146","F917W","1",null,"2015-02-07 19:48:11.933"
"9788b830-d8c9-1004-8a97-438cca05a146","F917W","2",null,"2015-02-07 19:48:11.933"
"97895470-d8c9-1004-8a97-438cca05a146","F917R","1",null,"2015-02-07 19:48:12.395"
"97895470-d8c9-1004-8a97-438cca05a146","F917R","2",null,"2015-02-07 19:48:12.396"
"978a17c0-d8c9-1004-8a97-438cca05a146","F917GR","1",null,"2015-02-07 19:48:12.883"
"978a17c0-d8c9-1004-8a97-438cca05a146","F917GR","2",null,"2015-02-07 19:48:12.883"
"978adb10-d8c9-1004-8a97-438cca05a146","F908W","1",null,"2015-02-07 19:48:13.4"
"978adb10-d8c9-1004-8a97-438cca05a146","F908W","2",null,"2015-02-07 19:48:13.4"
"978bc570-d8c9-1004-8a97-438cca05a146","F907W","1",null,"2015-02-07 19:48:13.908"
"978bc570-d8c9-1004-8a97-438cca05a146","F907W","2",null,"2015-02-07 19:48:13.908"
"978c88c0-d8c9-1004-8a97-438cca05a146","F880RP","1",null,"2015-02-07 19:48:14.409"
"978c88c0-d8c9-1004-8a97-438cca05a146","F880RP","2",null,"2015-02-07 19:48:14.409"
"978d4c10-d8c9-1004-8a97-438cca05a146","F880B","1",null,"2015-02-07 19:48:14.929"
"978d4c10-d8c9-1004-8a97-438cca05a146","F880B","2",null,"2015-02-07 19:48:14.929"
"978e0f60-d8c9-1004-8a97-438cca05a146","F872S","1",null,"2015-02-07 19:48:15.511"
"978e0f60-d8c9-1004-8a97-438cca05a146","F872S","2",null,"2015-02-07 19:48:15.511"
"978efa24-d8c9-1004-8a97-438cca05a146","F223","1",null,"2015-02-07 19:48:16.09"
"978efa24-d8c9-1004-8a97-438cca05a146","F223","2",null,"2015-02-07 19:48:16.09"
"978fbd74-d8c9-1004-8a97-438cca05a146","F222","1",null,"2015-02-07 19:48:16.58"
"978fbd74-d8c9-1004-8a97-438cca05a146","F222","2",null,"2015-02-07 19:48:16.58"
"979080c4-d8c9-1004-8a97-438cca05a146","F221","1",null,"2015-02-07 19:48:17.112"
"979080c4-d8c9-1004-8a97-438cca05a146","F221","2",null,"2015-02-07 19:48:17.112"
"97916b24-d8c9-1004-8a97-438cca05a146","F220","1",null,"2015-02-07 19:48:17.686"
"97916b24-d8c9-1004-8a97-438cca05a146","F220","2",null,"2015-02-07 19:48:17.686"
"97922e74-d8c9-1004-8a97-438cca05a146","F219","1",null,"2015-02-07 19:48:18.174"
"97922e74-d8c9-1004-8a97-438cca05a146","F219","2",null,"2015-02-07 19:48:18.174"
"9792f1c4-d8c9-1004-8a97-438cca05a146","F218","1",null,"2015-02-07 19:48:18.696"
"9792f1c4-d8c9-1004-8a97-438cca05a146","F218","2",null,"2015-02-07 19:48:18.696"
"9793dc24-d8c9-1004-8a97-438cca05a146","F217","1",null,"2015-02-07 19:48:19.206"
"9793dc24-d8c9-1004-8a97-438cca05a146","F217","2",null,"2015-02-07 19:48:19.206"
"97949f74-d8c9-1004-8a97-438cca05a146","F216","1",null,"2015-02-07 19:48:19.737"
"97949f74-d8c9-1004-8a97-438cca05a146","F216","2",null,"2015-02-07 19:48:19.737"
"979562c4-d8c9-1004-8a97-438cca05a146","F215","1",null,"2015-02-07 19:48:20.293"
"979562c4-d8c9-1004-8a97-438cca05a146","F215","2",null,"2015-02-07 19:48:20.293"
"97962614-d8c9-1004-8a97-438cca05a146","F214","1",null,"2015-02-07 19:48:20.787"
"97962614-d8c9-1004-8a97-438cca05a146","F214","2",null,"2015-02-07 19:48:20.787"
"9796e964-d8c9-1004-8a97-438cca05a146","F213","1",null,"2015-02-07 19:48:21.288"
"9796e964-d8c9-1004-8a97-438cca05a146","F213","2",null,"2015-02-07 19:48:21.288"
"9797fad4-d8c9-1004-8a97-438cca05a146","F212","1",null,"2015-02-07 19:48:21.918"
"9797fad4-d8c9-1004-8a97-438cca05a146","F212","2",null,"2015-02-07 19:48:21.918"
"9798e534-d8c9-1004-8a97-438cca05a146","F211","1",null,"2015-02-07 19:48:22.575"
"9798e534-d8c9-1004-8a97-438cca05a146","F211","2",null,"2015-02-07 19:48:22.575"
"9799cf94-d8c9-1004-8a97-438cca05a146","F210","1",null,"2015-02-07 19:48:23.096"
"9799cf94-d8c9-1004-8a97-438cca05a146","F210","2",null,"2015-02-07 19:48:23.097"
"979a6bd4-d8c9-1004-8a97-438cca05a146","F209","1",null,"2015-02-07 19:48:23.581"
"979a6bd4-d8c9-1004-8a97-438cca05a146","F209","2",null,"2015-02-07 19:48:23.581"
"979b5698-d8c9-1004-8a97-438cca05a146","F208","1",null,"2015-02-07 19:48:24.117"
"979b5698-d8c9-1004-8a97-438cca05a146","F208","2",null,"2015-02-07 19:48:24.117"
"979bf2d8-d8c9-1004-8a97-438cca05a146","F207","1",null,"2015-02-07 19:48:24.579"
"979bf2d8-d8c9-1004-8a97-438cca05a146","F207","2",null,"2015-02-07 19:48:24.579"
"979d2b58-d8c9-1004-8a97-438cca05a146","F206","1",null,"2015-02-07 19:48:25.378"
"979d2b58-d8c9-1004-8a97-438cca05a146","F206","2",null,"2015-02-07 19:48:25.378"
"979deea8-d8c9-1004-8a97-438cca05a146","F202W","1",null,"2015-02-07 19:48:25.919"
"979deea8-d8c9-1004-8a97-438cca05a146","F202W","2",null,"2015-02-07 19:48:25.919"
"979ed908-d8c9-1004-8a97-438cca05a146","F202RP","1",null,"2015-02-07 19:48:26.446"
"979ed908-d8c9-1004-8a97-438cca05a146","F202RP","2",null,"2015-02-07 19:48:26.446"
"979fc368-d8c9-1004-8a97-438cca05a146","F202R","1",null,"2015-02-07 19:48:27.181"
"979fc368-d8c9-1004-8a97-438cca05a146","F202R","2",null,"2015-02-07 19:48:27.181"
"97a0d4d8-d8c9-1004-8a97-438cca05a146","F202LGR","1",null,"2015-02-07 19:48:27.705"
"97a0d4d8-d8c9-1004-8a97-438cca05a146","F202LGR","2",null,"2015-02-07 19:48:27.705"
"97a19828-d8c9-1004-8a97-438cca05a146","F202BL","1",null,"2015-02-07 19:48:28.219"
"97a19828-d8c9-1004-8a97-438cca05a146","F202BL","2",null,"2015-02-07 19:48:28.219"
