clistingid,iwebsiteid,csku,istatus,dnewformdate,dnewtodate,bspecial,cvideoaddress,iqty,fprice,fweight,bmultiattribute,cparentsku,bclearstocks,bfeatured,bnew,bhot,bvisible,bpulish,ccreateuser,dcreatedate
971be7f0-d8c9-1004-8a97-438cca05a146,1,F671,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,17.001,300,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
971cd2b4-d8c9-1004-8a97-438cca05a146,1,F670,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.515,300,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
971d9604-d8c9-1004-8a97-438cca05a146,1,H549,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.759,190,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
971e5954-d8c9-1004-8a97-438cca05a146,1,F197,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.431,500,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
971f6ac4-d8c9-1004-8a97-438cca05a146,1,F174,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.9,129,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97202e14-d8c9-1004-8a97-438cca05a146,1,F173,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.71,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9720f164-d8c9-1004-8a97-438cca05a146,1,F160,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.8,220,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9721b4b4-d8c9-1004-8a97-438cca05a146,1,F158,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.29,330,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97229f14-d8c9-1004-8a97-438cca05a146,1,F97,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.312,160.01,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97238974-d8c9-1004-8a97-438cca05a146,1,F117,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,23.409,480,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
972473d4-d8c9-1004-8a97-438cca05a146,1,F152,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.9857,410,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
97253724-d8c9-1004-8a97-438cca05a146,1,F151,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,27.8114,165,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9725fa74-d8c9-1004-8a97-438cca05a146,1,F149,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,21.906,395,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9726e4d4-d8c9-1004-8a97-438cca05a146,1,F143,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.73,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9727cf34-d8c9-1004-8a97-438cca05a146,1,F150,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.08,245,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9728b9f8-d8c9-1004-8a97-438cca05a146,1,F114,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.74,20,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97297d48-d8c9-1004-8a97-438cca05a146,1,F113,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.1257,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
972a4098-d8c9-1004-8a97-438cca05a146,1,F101,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,17.54,350,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
972bc738-d8c9-1004-8a97-438cca05a146,1,F25,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,13.356,669,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
972c8a88-d8c9-1004-8a97-438cca05a146,1,F22,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.62,310,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
972d4dd8-d8c9-1004-8a97-438cca05a146,1,F20,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,17.001,560,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
972e3838-d8c9-1004-8a97-438cca05a146,1,F4,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,13.365,175,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
972f2298-d8c9-1004-8a97-438cca05a146,1,GAME098,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.111,230,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
972fe5e8-d8c9-1004-8a97-438cca05a146,1,GAME096,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,14.994,760,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9730a938-d8c9-1004-8a97-438cca05a146,1,GAME094,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,69.975,1540,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97316c88-d8c9-1004-8a97-438cca05a146,1,GAME091,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,27.945,570,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
973256e8-d8c9-1004-8a97-438cca05a146,1,GAME090,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,24.291,570,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97331a38-d8c9-1004-8a97-438cca05a146,1,GAME076,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.718,420,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97340498-d8c9-1004-8a97-438cca05a146,1,GAME071,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,37.035,400,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9734ef5c-d8c9-1004-8a97-438cca05a146,1,GAME068,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.9012,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9735b2ac-d8c9-1004-8a97-438cca05a146,1,GAME064,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.552,637,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97369d0c-d8c9-1004-8a97-438cca05a146,1,GAME058,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,18.225,554,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9737605c-d8c9-1004-8a97-438cca05a146,1,GAME057,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.41,455,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
973823ac-d8c9-1004-8a97-438cca05a146,1,GAME034,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.99,210,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9738e6fc-d8c9-1004-8a97-438cca05a146,1,GAME031,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,21.44,570,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9739aab0-d8c9-1004-8a97-438cca05a146,1,GAME032,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.467,150,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
973a9510-d8c9-1004-8a97-438cca05a146,1,GAME029,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.767,890,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
973b3150-d8c9-1004-8a97-438cca05a146,1,GAME024,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.88,320,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
973bf4a0-d8c9-1004-8a97-438cca05a146,1,GAME025,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.141,350,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
973cb7f0-d8c9-1004-8a97-438cca05a146,1,GAME013,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.352,250,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
973d7b40-d8c9-1004-8a97-438cca05a146,1,GAME012,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.254,308,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
973e6604-d8c9-1004-8a97-438cca05a146,1,GAME010,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.239,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
973f2954-d8c9-1004-8a97-438cca05a146,1,GAME009,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,14.571,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
973feca4-d8c9-1004-8a97-438cca05a146,1,GAME008,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.468,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9740aff4-d8c9-1004-8a97-438cca05a146,1,GAME004,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.531,380,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97419a54-d8c9-1004-8a97-438cca05a146,1,GAME003,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,18.2129,410,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97425da4-d8c9-1004-8a97-438cca05a146,1,GAME002,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.902,220,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97434804-d8c9-1004-8a97-438cca05a146,1,GAME001,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,14.571,450,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97443264-d8c9-1004-8a97-438cca05a146,1,PTW007,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.376,1100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97451cc4-d8c9-1004-8a97-438cca05a146,1,GCW7002,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.292,370,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97460724-d8c9-1004-8a97-438cca05a146,1,WiiBG01,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.76,156,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9746ca74-d8c9-1004-8a97-438cca05a146,1,WiiGC,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.225,270,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97487888-d8c9-1004-8a97-438cca05a146,1,WiiBag,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,17.78,810,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9749d818-d8c9-1004-8a97-438cca05a146,1,NS6121,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.963,560,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
974a9b68-d8c9-1004-8a97-438cca05a146,1,WiiSS,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.33,130,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
974b5eb8-d8c9-1004-8a97-438cca05a146,1,Wii5L,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.859,510,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
974c2208-d8c9-1004-8a97-438cca05a146,1,Wii4L,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.18,520,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
974ce558-d8c9-1004-8a97-438cca05a146,1,Wii64,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.27,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
974da90c-d8c9-1004-8a97-438cca05a146,1,Wii128,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.9789,90,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
974e6c5c-d8c9-1004-8a97-438cca05a146,1,F27BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.51,71,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
974f56bc-d8c9-1004-8a97-438cca05a146,1,F1217,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,27.342,225,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9750411c-d8c9-1004-8a97-438cca05a146,1,F180RP,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.98,92,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9751046c-d8c9-1004-8a97-438cca05a146,1,F180B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.982,92,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9751c7bc-d8c9-1004-8a97-438cca05a146,1,F1205,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.81,86.01,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97528b0c-d8c9-1004-8a97-438cca05a146,1,F1200W,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.851,95,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9753274c-d8c9-1004-8a97-438cca05a146,1,F1184DBL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.89,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9753ea9c-d8c9-1004-8a97-438cca05a146,1,F1138,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.458,27,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9754adec-d8c9-1004-8a97-438cca05a146,1,F1025,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.39,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9755984c-d8c9-1004-8a97-438cca05a146,1,F913,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.693,73,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97568310-d8c9-1004-8a97-438cca05a146,1,F903,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,21.483,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97574660-d8c9-1004-8a97-438cca05a146,1,F902,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,25.22,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
975809b0-d8c9-1004-8a97-438cca05a146,1,F895B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,13.07,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9758cd00-d8c9-1004-8a97-438cca05a146,1,F892B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,17.361,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97599050-d8c9-1004-8a97-438cca05a146,1,F883,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.4025,600,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
975a7ab0-d8c9-1004-8a97-438cca05a146,1,F882B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.318,150,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
975b3e00-d8c9-1004-8a97-438cca05a146,1,F864,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,18.459,500,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
975c0150-d8c9-1004-8a97-438cca05a146,1,F859W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.105,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
975cc4a0-d8c9-1004-8a97-438cca05a146,1,F859RP,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.5,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
975d87f0-d8c9-1004-8a97-438cca05a146,1,F859GR,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.33,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
975e9960-d8c9-1004-8a97-438cca05a146,1,F859BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.754,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
975f5d14-d8c9-1004-8a97-438cca05a146,1,F859B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.907,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97602064-d8c9-1004-8a97-438cca05a146,1,F858W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.23,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9760e3b4-d8c9-1004-8a97-438cca05a146,1,F858RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.474,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9761a704-d8c9-1004-8a97-438cca05a146,1,F858BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.826,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97629164-d8c9-1004-8a97-438cca05a146,1,F858B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.573,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
976354b4-d8c9-1004-8a97-438cca05a146,1,F185,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.426,87,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97643f14-d8c9-1004-8a97-438cca05a146,1,F184,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.597,107,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9764db54-d8c9-1004-8a97-438cca05a146,1,F183,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.18,225,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9765c5b4-d8c9-1004-8a97-438cca05a146,1,F182,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.9667,170,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
97668904-d8c9-1004-8a97-438cca05a146,1,F181,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.496,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97677364-d8c9-1004-8a97-438cca05a146,1,F180,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.982,92,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97685dc4-d8c9-1004-8a97-438cca05a146,1,F179,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.92,117,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97692114-d8c9-1004-8a97-438cca05a146,1,F178,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.5209,105,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9769e464-d8c9-1004-8a97-438cca05a146,1,F57,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.97,15,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
976aa818-d8c9-1004-8a97-438cca05a146,1,F56,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.123,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
976b9278-d8c9-1004-8a97-438cca05a146,1,F26,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.08,83,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
976c55c8-d8c9-1004-8a97-438cca05a146,1,F28,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.692,39,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
976d1918-d8c9-1004-8a97-438cca05a146,1,F27,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.024,71,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
976ddc68-d8c9-1004-8a97-438cca05a146,1,F146,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.102,140,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
976ec6c8-d8c9-1004-8a97-438cca05a146,1,F1233,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.412,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
976fb128-d8c9-1004-8a97-438cca05a146,1,F1222RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.281,92,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97709b88-d8c9-1004-8a97-438cca05a146,1,F1222B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.281,92,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97715ed8-d8c9-1004-8a97-438cca05a146,1,F1216RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,29.5245,415,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97722228-d8c9-1004-8a97-438cca05a146,1,F1213S,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.13,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97733398-d8c9-1004-8a97-438cca05a146,1,F1213P,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.13,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9773f6e8-d8c9-1004-8a97-438cca05a146,1,F908B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.42,160,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9774e148-d8c9-1004-8a97-438cca05a146,1,F146BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.52,140,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9775f2b8-d8c9-1004-8a97-438cca05a146,1,F1139,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.22,20,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9776b66c-d8c9-1004-8a97-438cca05a146,1,F1137,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.69,20,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
977779bc-d8c9-1004-8a97-438cca05a146,1,F1136,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.673,68,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9778641c-d8c9-1004-8a97-438cca05a146,1,GAME038S,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.8,275,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97794e7c-d8c9-1004-8a97-438cca05a146,1,GAME038IB,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.84,156,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
977a11cc-d8c9-1004-8a97-438cca05a146,1,GAME038BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.13,156,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
977ad51c-d8c9-1004-8a97-438cca05a146,1,GAME038B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.13,156,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
977b986c-d8c9-1004-8a97-438cca05a146,1,GAME038R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.13,156,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
977c5bbc-d8c9-1004-8a97-438cca05a146,1,GAME038RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.617,165,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
977d1f0c-d8c9-1004-8a97-438cca05a146,1,F1121,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.141,20,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
977de25c-d8c9-1004-8a97-438cca05a146,1,F1122,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.82,3,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
977eccbc-d8c9-1004-8a97-438cca05a146,1,F1117,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.096,68,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
977fb71c-d8c9-1004-8a97-438cca05a146,1,F1000BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.11,225,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9780a17c-d8c9-1004-8a97-438cca05a146,1,F999W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.3582,20,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
978164cc-d8c9-1004-8a97-438cca05a146,1,F999RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.3582,20,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9782281c-d8c9-1004-8a97-438cca05a146,1,F999R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.3582,20,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9782ebd0-d8c9-1004-8a97-438cca05a146,1,F999DBL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.3582,20,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9783af20-d8c9-1004-8a97-438cca05a146,1,F999BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.3582,20,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97847270-d8c9-1004-8a97-438cca05a146,1,F999B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.3582,20,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
978535c0-d8c9-1004-8a97-438cca05a146,1,F1029,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.449,68,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
97862020-d8c9-1004-8a97-438cca05a146,1,F1028GR,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,0.891,25,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9786e370-d8c9-1004-8a97-438cca05a146,1,F1027W,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.899,66,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9787a6c0-d8c9-1004-8a97-438cca05a146,1,F993W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.7829,222,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9788b830-d8c9-1004-8a97-438cca05a146,1,F917W,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.674,25,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97895470-d8c9-1004-8a97-438cca05a146,1,F917R,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.07,25,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
978a17c0-d8c9-1004-8a97-438cca05a146,1,F917GR,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.674,25,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
978adb10-d8c9-1004-8a97-438cca05a146,1,F908W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.5,160,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
