iid,iwebsiteid,icategoryid,iparentid,cpath,ilevel,bshow,bhasbgimage
182,1,182,170,Test-Equipment-Tools/Electrical-Testing/Ohmmeters,3,t,t
1219,1,1219,1214,RC-Models-Hobbies/Transmitter-Receiver/Other-TX-RX-Parts,3,f,t
206,1,206,202,Test-Equipment-Tools/Optical-Instrument/Endoscopes,3,t,t
200,1,200,189,Test-Equipment-Tools/Environal-Measurement-Instruments/Communication-Instruments,3,t,t
184,1,184,170,Test-Equipment-Tools/Electrical-Testing/Power-Meters,3,t,t
1207,1,1207,1203,RC-Models-Hobbies/Helicopter/Other-Helicopter-Parts,3,f,t
279,1,279,277,Cameras-Photo-Accessories/Camcorders-Digital-Cameras,2,t,t
1221,1,1221,1220,RC-Models-Hobbies/RC-Model-Battery/Andoer-Series,3,f,t
208,1,208,207,Test-Equipment-Tools/Measurement-Instrument/Balance-Weighing-Apparatus,3,t,t
185,1,185,170,Test-Equipment-Tools/Electrical-Testing/Spectrum-Analyzers,3,t,t
186,1,186,170,Test-Equipment-Tools/Electrical-Testing/Test-Probes-Leads,3,t,t
295,1,295,277,Cameras-Photo-Accessories/Lenses-and-Filters,2,t,t
53,1,53,1,Tablet-PC-Cellphone/Tablet-PC-Accessories,2,t,t
294,1,294,292,Cameras-Photo-Accessories/LED-Video-Lights-Accessories/LED-Video-Accessories,3,f,t
282,1,282,279,Cameras-Photo-Accessories/Camcorders-Digital-Cameras/Sport-Cameras,3,t,t
207,1,207,159,Test-Equipment-Tools/Measurement-Instrument,2,t,t
211,1,211,159,Test-Equipment-Tools/Hardware-Gadgets,2,t,t
1424,1,1424,1423,Car-Accessories/Car-Charging-Starting-Systems/Alternators-Generators,3,f,t
280,1,280,279,Cameras-Photo-Accessories/Camcorders-Digital-Cameras/Digital-Cameras,3,t,t
313,1,313,277,Cameras-Photo-Accessories/Tripods-Supports,2,t,t
296,1,296,295,Cameras-Photo-Accessories/Lenses-and-Filters/UV-Lens-Filter,3,t,t
272,1,272,270,Computer-Networking/USB-Gadgets/USB-Lamp,3,t,f
298,1,298,295,Cameras-Photo-Accessories/Lenses-and-Filters/Lens-Hoods,3,t,t
299,1,299,295,Cameras-Photo-Accessories/Lenses-and-Filters/Macro-Extension-Tubes,3,t,t
301,1,301,295,Cameras-Photo-Accessories/Lenses-and-Filters/Adapters-Converters,3,t,t
302,1,302,295,Cameras-Photo-Accessories/Lenses-and-Filters/ND-Filters,3,t,t
1206,1,1206,1203,RC-Models-Hobbies/Helicopter/Helicopter-Frame,3,f,t
318,1,318,277,Cameras-Photo-Accessories/DSLR-Video-Supports-Rigs,2,t,t
1220,1,1220,1109,RC-Models-Hobbies/RC-Model-Battery,2,t,t
303,1,303,295,Cameras-Photo-Accessories/Lenses-and-Filters/Polarizer-Filters,3,t,t
304,1,304,295,Cameras-Photo-Accessories/Lenses-and-Filters/UV-Filters,3,t,t
1226,1,1226,1225,RC-Models-Hobbies/Charger/Charger-Adaptor,3,t,t
305,1,305,295,Cameras-Photo-Accessories/Lenses-and-Filters/Filters-kit,3,t,t
306,1,306,295,Cameras-Photo-Accessories/Lenses-and-Filters/Others,3,f,t
293,1,293,292,Cameras-Photo-Accessories/LED-Video-Lights-Accessories/LED-Video-Lights,3,t,t
1384,1,1384,1371,Car-Accessories/Car-Lighting-Lamps/Other,3,f,t
286,1,286,284,Cameras-Photo-Accessories/Flashes-Flash-Accessories/Ringlight-Flashes,3,t,t
308,1,308,307,Cameras-Photo-Accessories/Other-Camera-Accessories/Remote-Controls,3,f,t
309,1,309,307,Cameras-Photo-Accessories/Other-Camera-Accessories/LCD-Screens-Screen-Protectors,3,t,t
310,1,310,307,Cameras-Photo-Accessories/Other-Camera-Accessories/Blinders,3,f,t
311,1,311,307,Cameras-Photo-Accessories/Other-Camera-Accessories/Cleaning-Equipment,3,f,t
312,1,312,307,Cameras-Photo-Accessories/Other-Camera-Accessories/Others,3,f,t
317,1,317,313,Cameras-Photo-Accessories/Tripods-Supports/Tripods-Accessories,3,f,t
316,1,316,313,Cameras-Photo-Accessories/Tripods-Supports/Tripod-Heads,3,f,t
321,1,321,318,Cameras-Photo-Accessories/DSLR-Video-Supports-Rigs/Steadycams,3,t,t
322,1,322,318,Cameras-Photo-Accessories/DSLR-Video-Supports-Rigs/Follow-Focuses,3,t,t
323,1,323,318,Cameras-Photo-Accessories/DSLR-Video-Supports-Rigs/Matte-Boxes,3,f,t
324,1,324,318,Cameras-Photo-Accessories/DSLR-Video-Supports-Rigs/Shoulder-Rigs-for-DLSR-DV,3,f,t
325,1,325,318,Cameras-Photo-Accessories/DSLR-Video-Supports-Rigs/Video-Sliders,3,t,t
326,1,326,318,Cameras-Photo-Accessories/DSLR-Video-Supports-Rigs/Dolly-Kit-Skater,3,t,t
327,1,327,318,Cameras-Photo-Accessories/DSLR-Video-Supports-Rigs/Camera-Cages,3,t,t
328,1,328,318,Cameras-Photo-Accessories/DSLR-Video-Supports-Rigs/Others,3,f,t
330,1,330,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Strobe-Lighting,3,t,t
331,1,331,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Reflectors,3,t,t
332,1,332,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Umbrellas,3,t,t
333,1,333,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Softboxes,3,t,t
334,1,334,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Light-Sheds,3,t,t
335,1,335,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Backgrounds,3,t,t
337,1,337,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Photography-Props,3,t,t
339,1,339,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Studio-Flash-Kits,3,f,t
297,1,297,295,Cameras-Photo-Accessories/Lenses-and-Filters/Camera-Lenses,3,t,t
300,1,300,295,Cameras-Photo-Accessories/Lenses-and-Filters/Viewfinders,3,f,t
1341,1,1341,1340,Video-Audio/A-V-Accessories-Adapters-Cables/Audio-Cables-Connecoors,3,t,t
1355,1,1355,1302,Video-Audio/Digital-Video-Recorders,2,t,t
288,1,288,284,Cameras-Photo-Accessories/Flashes-Flash-Accessories/Flash-Triggers,3,t,t
1343,1,1343,1340,Video-Audio/A-V-Accessories-Adapters-Cables/HDMI-Cables-Adapters,3,t,t
314,1,314,313,Cameras-Photo-Accessories/Tripods-Supports/Tripods,3,t,t
319,1,319,318,Cameras-Photo-Accessories/DSLR-Video-Supports-Rigs/Video-Monitors,3,t,t
1425,1,1425,1423,Car-Accessories/Car-Charging-Starting-Systems/Alternators-Generators-Parts,3,f,t
970,1,970,864,Apparel-Jewelry/Bags,2,t,t
1505,1,1505,1496,Car-Accessories/Car-Exterior/Exterior-Door-Panels-FramesExterior-Door-Panels-Frames,3,f,t
1396,1,1396,1395,Car-Accessories/Car-Air-Intake-Fuel-Delivery/Air-Cleaner-Assemblies,3,t,t
1649,1,1649,1638,Car-Accessories/Car-Electronics-GPS/GPS-Units-Equipment,3,f,t
420,1,420,354,Lighting-Flashlights-LEDs/Holiday-Lighting,2,f,t
1357,1,1357,1302,Video-Audio/Headset,2,t,t
361,1,361,355,Lighting-Flashlights-LEDs/LED-Lighting/LED-Headlamps,3,f,t
3,1,3,2,Tablet-PC-Cellphone/Cell-Phones/Lenovo,3,t,f
4,1,4,2,Tablet-PC-Cellphone/Cell-Phones/HUAWEI,3,t,f
5,1,5,2,Tablet-PC-Cellphone/Cell-Phones/Xiaomi,3,t,f
378,1,378,373,Lighting-Flashlights-LEDs/LED-Lamps/LED-Underwater-Lights,3,f,t
387,1,387,382,Lighting-Flashlights-LEDs/Flashlights/Lasers-flashlights,3,t,t
1351,1,1351,1340,Video-Audio/A-V-Accessories-Adapters-Cables/Video-Collection-box,3,f,t
418,1,418,408,Lighting-Flashlights-LEDs/Outdoor-Lighting/Lanterns,3,t,t
422,1,422,420,Lighting-Flashlights-LEDs/Holiday-Lighting/Stage-Lighting-Effect,3,f,t
379,1,379,373,Lighting-Flashlights-LEDs/LED-Lamps/LED-Underground-Lamps,3,f,t
336,1,336,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Studio-Light-Tripods,3,t,t
338,1,338,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Studio-Light-Shed-Kits,3,t,t
340,1,340,329,Cameras-Photo-Accessories/Strobe-Lighting-Photo-Studio-Accessories/Others,3,f,t
342,1,342,341,Cameras-Photo-Accessories/Bags-Cases-Straps/Bag-Case,3,t,t
386,1,386,382,Lighting-Flashlights-LEDs/Flashlights/solar-powered-flashlights,3,t,t
381,1,381,373,Lighting-Flashlights-LEDs/LED-Lamps/LED-Lawn-Lamps,3,f,t
375,1,375,373,Lighting-Flashlights-LEDs/LED-Lamps/LED-Indoor-Wall-Lamps,3,f,t
377,1,377,373,Lighting-Flashlights-LEDs/LED-Lamps/LED-Desk-Lamps,3,f,t
368,1,368,365,Lighting-Flashlights-LEDs/Light-Bulbs/Incandescent-Bulbs,3,t,t
371,1,371,365,Lighting-Flashlights-LEDs/Light-Bulbs/Ultraviolet-Lamps,3,t,t
380,1,380,373,Lighting-Flashlights-LEDs/LED-Lamps/LED-Outdoor-Wall-Lamps,3,f,t
393,1,393,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Pendant-Lights,3,t,t
384,1,384,383,Lighting-Flashlights-LEDs/Flashlights/LED-Flashlights/LED,4,f,t
367,1,367,365,Lighting-Flashlights-LEDs/Light-Bulbs/High-Intensity-Discharge,3,t,t
388,1,388,382,Lighting-Flashlights-LEDs/Flashlights/Chargers-batteries,3,t,t
359,1,359,355,Lighting-Flashlights-LEDs/LED-Lighting/LED-String,3,t,t
391,1,391,382,Lighting-Flashlights-LEDs/Flashlights/Headlight,3,t,t
370,1,370,365,Lighting-Flashlights-LEDs/Light-Bulbs/Energy-Saving-Fluorescent,3,t,t
397,1,397,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Downlights,3,t,t
372,1,372,365,Lighting-Flashlights-LEDs/Light-Bulbs/Neon-Bulbs-Tubes,3,t,t
395,1,395,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Night-Lights,3,t,t
408,1,408,354,Lighting-Flashlights-LEDs/Outdoor-Lighting,2,t,t
401,1,401,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Floor-Lamps,3,t,t
396,1,396,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Chandeliers,3,t,t
409,1,409,408,Lighting-Flashlights-LEDs/Outdoor-Lighting/Lighting-Strings,3,f,t
398,1,398,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Wall-Lamps,3,t,t
399,1,399,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Table-Lamps,3,t,t
425,1,425,420,Lighting-Flashlights-LEDs/Holiday-Lighting/LED-Solar-Lamps,3,f,t
400,1,400,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Desk-Lamps,3,f,t
404,1,404,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Spotlights,3,t,t
402,1,402,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Book-Lights,3,t,t
405,1,405,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Track-Lighting,3,t,t
406,1,406,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Ceiling-Fans,3,t,t
407,1,407,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Grille-Lamps,3,t,t
410,1,410,408,Lighting-Flashlights-LEDs/Outdoor-Lighting/Solar-Lamps,3,t,t
392,1,392,354,Lighting-Flashlights-LEDs/Indoor-Lighting,2,t,t
419,1,419,408,Lighting-Flashlights-LEDs/Outdoor-Lighting/Path-Lights,3,t,t
417,1,417,408,Lighting-Flashlights-LEDs/Outdoor-Lighting/Lawn-Lamps,3,t,t
394,1,394,392,Lighting-Flashlights-LEDs/Indoor-Lighting/Ceiling-Lights,3,t,t
278,1,278,277,Cameras-Photo-Accessories/Photographic-Goods,2,t,t
423,1,423,420,Lighting-Flashlights-LEDs/Holiday-Lighting/Night-Lights,3,f,t
424,1,424,420,Lighting-Flashlights-LEDs/Holiday-Lighting/LED-String,3,f,t
1347,1,1347,1340,Video-Audio/A-V-Accessories-Adapters-Cables/DVI-Cables-Adapters,3,t,t
1349,1,1349,1340,Video-Audio/A-V-Accessories-Adapters-Cables/DP-Connectors-Adapters,3,t,t
1353,1,1353,1340,Video-Audio/A-V-Accessories-Adapters-Cables/RCA-Connectors-Adapters,3,t,t
1359,1,1359,1357,Video-Audio/Headset/Game-headphone,3,t,t
1361,1,1361,1357,Video-Audio/Headset/Infrared-headphone,3,f,t
863,1,863,806,Health-Beauty/DIY-Tools-Accessories,2,t,t
385,1,385,382,Lighting-Flashlights-LEDs/Flashlights/LED-Keychain-flashlights,3,t,t
1345,1,1345,1340,Video-Audio/A-V-Accessories-Adapters-Cables/VGA-Cables-Adapters,3,t,t
432,1,432,430,Lighting-Flashlights-LEDs/Business-Lights/Advertising-Lights,3,f,t
473,1,473,469,Musical-Instruments/Brands/JOYO,3,t,f
1623,1,1623,1621,Car-Accessories/Car-Turbos-Nitrous-Superchargers-/Superchargers-Parts,3,f,t
465,1,465,460,Lighting-Flashlights-LEDs/Other-LED-Lighting/Gun-Lasers/Gun-Mounts-Lasers-Accessories,4,f,t
856,1,856,806,Health-Beauty/Tattoos-Body-Art,2,t,t
444,1,444,354,Lighting-Flashlights-LEDs/Lighting-Accessories,2,t,t
477,1,477,469,Musical-Instruments/Brands/ENO,3,t,f
479,1,479,469,Musical-Instruments/Brands/Fzone,3,t,f
481,1,481,469,Musical-Instruments/Brands/Meideal,3,t,f
844,1,844,806,Health-Beauty/Health-Personal-Care,2,f,t
830,1,830,806,Health-Beauty/Hair-Care,2,t,t
459,1,459,354,Lighting-Flashlights-LEDs/Other-LED-Lighting,2,t,t
471,1,471,469,Musical-Instruments/Brands/Cherub,3,t,t
867,1,867,865,Apparel-Jewelry/Women-s-Apparel/Knitwear,3,t,t
475,1,475,469,Musical-Instruments/Brands/Aroma,3,t,t
483,1,483,482,Musical-Instruments/Strings/Guitar-Accessories,3,t,t
515,1,515,506,Musical-Instruments/Drums-Percussion/Parts-Accessories,3,t,t
517,1,517,516,Musical-Instruments/Keyboards-Pianos/Pianos-Accessories,3,t,t
413,1,413,408,Lighting-Flashlights-LEDs/Outdoor-Lighting/Outdoor-Wall-Lamps,3,f,t
415,1,415,408,Lighting-Flashlights-LEDs/Outdoor-Lighting/Street-Lights,3,t,t
426,1,426,420,Lighting-Flashlights-LEDs/Holiday-Lighting/LED-Table-Lamps,3,f,t
438,1,438,436,Lighting-Flashlights-LEDs/Professional-Lighting/Industrial-Lighting,3,f,t
431,1,431,430,Lighting-Flashlights-LEDs/Business-Lights/Stage-DJ-Lighting-Effect,3,f,t
430,1,430,354,Lighting-Flashlights-LEDs/Business-Lights,2,t,t
437,1,437,436,Lighting-Flashlights-LEDs/Professional-Lighting/Stage-DJ-Lighting-Effect,3,t,t
429,1,429,420,Lighting-Flashlights-LEDs/Holiday-Lighting/Lanterns,3,t,t
433,1,433,430,Lighting-Flashlights-LEDs/Business-Lights/Optic-Fiber-Lights,3,f,t
434,1,434,430,Lighting-Flashlights-LEDs/Business-Lights/Laser-Flashlights,3,f,t
435,1,435,430,Lighting-Flashlights-LEDs/Business-Lights/Professional-Lighting,3,f,t
439,1,439,436,Lighting-Flashlights-LEDs/Professional-Lighting/Grow-Lights,3,f,t
447,1,447,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Lamp-Bases,3,t,t
441,1,441,436,Lighting-Flashlights-LEDs/Professional-Lighting/Indicator-Lights,3,t,t
427,1,427,420,Lighting-Flashlights-LEDs/Holiday-Lighting/Optic-Fiber-Lights,3,t,t
442,1,442,436,Lighting-Flashlights-LEDs/Professional-Lighting/Photographic-Lights,3,f,t
443,1,443,436,Lighting-Flashlights-LEDs/Professional-Lighting/UV-GEL-Curing-Lights,3,f,t
445,1,445,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Lighting-Transformers,3,t,t
446,1,446,444,Lighting-Flashlights-LEDs/Lighting-Accessories/RGB-Controlers,3,t,t
449,1,449,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Connectors,3,t,t
448,1,448,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Dimmers,3,t,t
453,1,453,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Wires-Cables,3,t,t
450,1,450,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Chandelier-Crystal,3,t,t
455,1,455,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Ballasts,3,t,t
457,1,457,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Lights-Lifters,3,t,t
428,1,428,420,Lighting-Flashlights-LEDs/Holiday-Lighting/Laser-Flashlights,3,f,t
467,1,467,459,Lighting-Flashlights-LEDs/Other-LED-Lighting/LED-Keychains,3,t,t
461,1,461,460,Lighting-Flashlights-LEDs/Other-LED-Lighting/Gun-Lasers/Red-Lasers,4,t,t
887,1,887,864,Apparel-Jewelry/Baby-Boys-Clothing,2,f,t
871,1,871,865,Apparel-Jewelry/Women-s-Apparel/Jumpsuits-Rompers,3,t,t
873,1,873,865,Apparel-Jewelry/Women-s-Apparel/Underwear,3,f,t
879,1,879,876,Apparel-Jewelry/Men-s-Apparel/T-shirts-Polo,3,f,t
881,1,881,876,Apparel-Jewelry/Men-s-Apparel/Suits-Blazers,3,f,t
883,1,883,876,Apparel-Jewelry/Men-s-Apparel/Swimmer,3,f,t
885,1,885,884,Apparel-Jewelry/Sexy-Lingerie/Women-s-Lingerie,3,t,t
889,1,889,887,Apparel-Jewelry/Baby-Boys-Clothing/Bodysuits-One-Pieces,3,f,t
891,1,891,887,Apparel-Jewelry/Baby-Boys-Clothing/Socks-Leg-Warmers,3,f,t
893,1,893,887,Apparel-Jewelry/Baby-Boys-Clothing/Sleepwear-Robes,3,f,t
895,1,895,887,Apparel-Jewelry/Baby-Boys-Clothing/Outerwear-Coats,3,f,t
897,1,897,887,Apparel-Jewelry/Baby-Boys-Clothing/Shorts,3,f,t
899,1,899,887,Apparel-Jewelry/Baby-Boys-Clothing/Tops,3,f,t
485,1,485,482,Musical-Instruments/Strings/Electric-Guitars,3,f,t
869,1,869,865,Apparel-Jewelry/Women-s-Apparel/Dresses,3,t,t
875,1,875,865,Apparel-Jewelry/Women-s-Apparel/Socks,3,f,t
877,1,877,876,Apparel-Jewelry/Men-s-Apparel/Jeans-Pants,3,f,t
826,1,826,818,Health-Beauty/Wig-Accessories/Wig-Hair-Bands,3,f,t
14,1,14,2,Tablet-PC-Cellphone/Cell-Phones/ZTE,3,t,f
22,1,22,2,Tablet-PC-Cellphone/Cell-Phones/vkworld,3,f,f
24,1,24,2,Tablet-PC-Cellphone/Cell-Phones/iNew,3,f,f
25,1,25,2,Tablet-PC-Cellphone/Cell-Phones/ECOO,3,f,f
959,1,959,864,Apparel-Jewelry/Women-s-Shoes,2,f,t
27,1,27,2,Tablet-PC-Cellphone/Cell-Phones/LG,3,f,f
28,1,28,2,Tablet-PC-Cellphone/Cell-Phones/LKD,3,f,f
29,1,29,2,Tablet-PC-Cellphone/Cell-Phones/JIAKE,3,f,f
30,1,30,2,Tablet-PC-Cellphone/Cell-Phones/KingSing,3,f,f
31,1,31,2,Tablet-PC-Cellphone/Cell-Phones/Ulefone,3,f,f
32,1,32,2,Tablet-PC-Cellphone/Cell-Phones/LEAGOO,3,t,f
824,1,824,818,Health-Beauty/Wig-Accessories/Halloween-Wigs,3,f,t
1023,1,1023,1020,Home-and-Garden/Lifestyle-Gadgest/Energy-Saving-Gadgest,3,t,t
876,1,876,864,Apparel-Jewelry/Men-s-Apparel,2,f,t
901,1,901,864,Apparel-Jewelry/Baby-Girls-Clothing,2,f,t
902,1,902,901,Apparel-Jewelry/Baby-Girls-Clothing/Clothing-Sets,3,f,t
935,1,935,864,Apparel-Jewelry/Boys-Clothing,2,f,t
954,1,954,864,Apparel-Jewelry/Hats-Caps,2,t,t
836,1,836,835,Health-Beauty/Nail-Care/Nail-Polish,3,t,t
838,1,838,835,Health-Beauty/Nail-Care/Nail-Art-Decorations,3,t,t
840,1,840,835,Health-Beauty/Nail-Care/Nail-Dryers,3,t,t
842,1,842,835,Health-Beauty/Nail-Care/Nail-Art-Accessories,3,t,t
820,1,820,818,Health-Beauty/Wig-Accessories/Cosplay-Wigs,3,t,t
828,1,828,818,Health-Beauty/Wig-Accessories/Caring-Tools,3,f,t
23,1,23,2,Tablet-PC-Cellphone/Cell-Phones/Tengda,3,t,t
822,1,822,818,Health-Beauty/Wig-Accessories/Clip-In-Wigs,3,f,t
860,1,860,856,Health-Beauty/Tattoos-Body-Art/Eyebrow-Tattoo-Tools-Parts,3,t,t
862,1,862,856,Health-Beauty/Tattoos-Body-Art/Body-Art-Accessories,3,t,t
832,1,832,830,Health-Beauty/Hair-Care/Curling-Straightening-Irons,3,t,t
834,1,834,830,Health-Beauty/Hair-Care/Styling-Tools,3,t,t
846,1,846,844,Health-Beauty/Health-Personal-Care/Spa-Equipment-Accessories,3,f,t
848,1,848,844,Health-Beauty/Health-Personal-Care/Aromatherapy-Products-Accessories,3,f,t
850,1,850,844,Health-Beauty/Health-Personal-Care/Body-Care-Sets-Kits,3,f,t
852,1,852,844,Health-Beauty/Health-Personal-Care/Shaving-Hair-Removal,3,f,t
854,1,854,844,Health-Beauty/Health-Personal-Care/Bath-Shower,3,f,t
866,1,866,865,Apparel-Jewelry/Women-s-Apparel/Blazers-Coats,3,t,t
868,1,868,865,Apparel-Jewelry/Women-s-Apparel/Shirts-Blouses,3,t,t
870,1,870,865,Apparel-Jewelry/Women-s-Apparel/Tops-Vests,3,t,t
872,1,872,865,Apparel-Jewelry/Women-s-Apparel/Hosiery-Leggings,3,t,t
874,1,874,865,Apparel-Jewelry/Women-s-Apparel/Swimwear,3,t,t
878,1,878,876,Apparel-Jewelry/Men-s-Apparel/Jackets-Coats,3,f,t
880,1,880,876,Apparel-Jewelry/Men-s-Apparel/Underwear,3,f,t
886,1,886,884,Apparel-Jewelry/Sexy-Lingerie/Men-s-Lingerie,3,f,t
888,1,888,887,Apparel-Jewelry/Baby-Boys-Clothing/Clothing-Sets,3,f,t
894,1,894,887,Apparel-Jewelry/Baby-Boys-Clothing/Hoodies-Sweatshirts,3,f,t
896,1,896,887,Apparel-Jewelry/Baby-Boys-Clothing/Underwear-Diaper-Covers,3,f,t
898,1,898,887,Apparel-Jewelry/Baby-Boys-Clothing/Sweaters,3,f,t
900,1,900,887,Apparel-Jewelry/Baby-Boys-Clothing/Swimwear,3,f,t
909,1,909,901,Apparel-Jewelry/Baby-Girls-Clothing/Sleepwear-Robes,3,f,t
911,1,911,901,Apparel-Jewelry/Baby-Girls-Clothing/Underwear-Diaper-Covers-Bloomers,3,f,t
913,1,913,901,Apparel-Jewelry/Baby-Girls-Clothing/Hoodies-Sweatshirts,3,f,t
921,1,921,917,Apparel-Jewelry/Girls-Clothing/Outerwear-Coats,3,f,t
925,1,925,917,Apparel-Jewelry/Girls-Clothing/Hoodies-Sweatshirts,3,f,t
927,1,927,917,Apparel-Jewelry/Girls-Clothing/Swimwear,3,f,t
933,1,933,917,Apparel-Jewelry/Girls-Clothing/Shorts,3,f,t
934,1,934,917,Apparel-Jewelry/Girls-Clothing/Overalls,3,f,t
939,1,939,935,Apparel-Jewelry/Boys-Clothing/Tops-Tees,3,f,t
941,1,941,935,Apparel-Jewelry/Boys-Clothing/Leg-Warmers,3,f,t
943,1,943,935,Apparel-Jewelry/Boys-Clothing/Blouses-Shirts,3,f,t
955,1,955,864,Apparel-Jewelry/Hip-Scarves,2,f,t
882,1,882,876,Apparel-Jewelry/Men-s-Apparel/Socks,3,f,t
890,1,890,887,Apparel-Jewelry/Baby-Boys-Clothing/Accessories,3,f,t
892,1,892,887,Apparel-Jewelry/Baby-Boys-Clothing/Pants,3,f,t
923,1,923,917,Apparel-Jewelry/Girls-Clothing/Pants,3,f,t
929,1,929,917,Apparel-Jewelry/Girls-Clothing/Jeans,3,f,t
937,1,937,935,Apparel-Jewelry/Boys-Clothing/Accessories,3,f,t
958,1,958,864,Apparel-Jewelry/Accessories,2,t,t
1598,1,1598,1591,Car-Accessories/Car-Suspension-Steering/Lower-Kits-Parts,3,f,t
982,1,982,970,Apparel-Jewelry/Bags/Luggage-Travel-Bags,3,f,t
466,1,466,459,Lighting-Flashlights-LEDs/Other-LED-Lighting/Wireless-Presenters,3,t,t
452,1,452,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Lamp-Holder-Converters,3,t,t
474,1,474,469,Musical-Instruments/Brands/Dr-J,3,t,t
470,1,470,469,Musical-Instruments/Brands/NUX,3,t,f
511,1,511,506,Musical-Instruments/Drums-Percussion/Triangles,3,t,f
501,1,501,499,Musical-Instruments/Brass/Cornets-Accessories,3,f,t
502,1,502,499,Musical-Instruments/Brass/Trombones-Accessories,3,t,t
969,1,969,959,Apparel-Jewelry/Women-s-Shoes/Mules-Clogs,3,f,t
503,1,503,499,Musical-Instruments/Brass/French-Horns-Accessories,3,t,t
67,1,67,64,Sports-Outdoor/Cycling/Bikes,3,f,t
504,1,504,499,Musical-Instruments/Brass/Tubas-Accessories,3,f,t
505,1,505,499,Musical-Instruments/Brass/Parts-Accessories,3,t,t
100,1,100,98,Sports-Outdoor/Camping-Hiking/Outdoor-Tools,3,t,t
507,1,507,506,Musical-Instruments/Drums-Percussion/Snare-Drums-Bass-Drums-Accessories,3,t,t
509,1,509,506,Musical-Instruments/Drums-Percussion/Timpanis,3,f,t
513,1,513,506,Musical-Instruments/Drums-Percussion/Castanets-Accessories,3,f,t
519,1,519,516,Musical-Instruments/Keyboards-Pianos/Electronic-Keyboards-Accessories,3,t,t
523,1,523,521,Musical-Instruments/Pro-Audio-Equipment/Stands-Holders,3,t,t
525,1,525,521,Musical-Instruments/Pro-Audio-Equipment/Cables-Interconnects,3,f,t
527,1,527,521,Musical-Instruments/Pro-Audio-Equipment/DJ-Accessories,3,f,t
529,1,529,521,Musical-Instruments/Pro-Audio-Equipment/Parts-Accessories,3,t,t
983,1,983,864,Apparel-Jewelry/Watches,2,t,t
456,1,456,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Flashlight-Mount-Holders,3,t,t
458,1,458,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Starters,3,t,t
460,1,460,459,Lighting-Flashlights-LEDs/Other-LED-Lighting/Gun-Lasers,3,t,t
462,1,462,460,Lighting-Flashlights-LEDs/Other-LED-Lighting/Gun-Lasers/Green-Lasers,4,t,t
464,1,464,460,Lighting-Flashlights-LEDs/Other-LED-Lighting/Gun-Lasers/Purple-Laser,4,t,t
938,1,938,935,Apparel-Jewelry/Boys-Clothing/Outerwear-Coats,3,f,t
956,1,956,864,Apparel-Jewelry/Bridesmaid-Dresses,2,f,t
957,1,957,864,Apparel-Jewelry/Scarves-Shawls,2,t,t
366,1,366,365,Lighting-Flashlights-LEDs/Light-Bulbs/LED-Bulbs-Tubes,3,t,t
102,1,102,98,Sports-Outdoor/Camping-Hiking/Sleeping-Bags,3,t,t
506,1,506,468,Musical-Instruments/Drums-Percussion,2,t,t
940,1,940,935,Apparel-Jewelry/Boys-Clothing/Pants,3,f,t
942,1,942,935,Apparel-Jewelry/Boys-Clothing/Hoodies-Sweatshirts,3,f,t
944,1,944,935,Apparel-Jewelry/Boys-Clothing/Swimwear,3,f,t
950,1,950,935,Apparel-Jewelry/Boys-Clothing/Underwear,3,f,t
